artwork_id,display_name,artist_id
MET-2a85e378-c0f2-471f-a972-32ced696692c,"Giovanni di Paolo (Giovanni di Paolo di Grazia) (Italian, 1398-1482)",Q946420
MET-221591e5-31f9-49f0-a093-7fa35b807304,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-c5264685-ce31-4efa-8d76-d3fd7c4f2b82,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-43bbd88a-e422-4dd6-9c68-7638ca4e68b2,"Osservanza Master (Italian, 1425-1450)",Q260114
MET-71b5fe7b-8beb-4cbc-87a9-b7e80ab7ecbb,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-38874749-3c60-4517-8800-8a8b5da49482,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-382b0c2c-8970-4bea-bf2f-1e73c3d88a2d,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-9551456b-8dd6-4085-acca-d93ff396da62,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-4d25dcb9-ae6a-4d56-916f-0ecd46b23e65,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-f1d05bf9-cd80-42db-a237-73994e2d6c68,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-e4b4b49d-d319-4c3d-bc91-d48b32245588,"Sano di Pietro (Ansano di Pietro di Mencio) (Italian, 1405-1481)",Q1379714
MET-72ee6c3a-f80d-41bb-a56f-8aafe2b28d13,"Matteo di Giovanni di Bartolo (Italian, 1430-1497)",Q1373474
MET-54642380-1255-4e48-ab83-f2f9e7555907,"Benvenuto di Giovanni (Italian, 1436-1518)",Q818396
MET-d1862db8-c5f4-476d-a96a-840bc5cf0972,"Benvenuto di Giovanni (Italian, 1436-1518)",Q818396
MET-65ac6f67-1995-4b06-a600-e1d013c8ed41,"Giovanni di Paolo (Giovanni di Paolo di Grazia) (Italian, 1398-1482)",Q946420
MET-7476a855-8983-453b-9433-74a3ff434050,"Giovanni di Paolo (Giovanni di Paolo di Grazia) (Italian, 1398-1482)",Q946420
MET-429b2463-b2a2-4ed4-b30c-770f2057fb3b,"Icilio Federico Ioni (Italian, 1866-1946)",Q3791696
MET-c08ff193-712a-43fd-ae9a-4ca1d26f0104,"Bernardo Daddi (Italian, 1290-1348)",Q366562
MET-e126082f-a198-4f48-89b3-6f17cfb2efd1,"Bernardo Daddi (Italian, 1290-1348)",Q366562
MET-afb5a328-79e7-40c4-a8c9-12d2456a3a8c,"Maestro Daddesco (Italian, 1320-1340)",Q21978973
MET-7bf73084-0920-4120-8af0-428db2397ccc," Botticelli (Italian, 1444-1510)",Q5669
MET-4679915e-f835-4449-80f6-300da843c6bc,"Master of the Orcagnesque Misericordia (Italian, 1350-1399)",
MET-58066362-c6a6-4414-a297-af8c18011a71,"Spinello Aretino (Spinello di Luca Spinelli) (Italian, 1345-1410)",Q287934
MET-dc03d6bd-c051-4384-a67f-896586354a60,"Spinello Aretino (Spinello di Luca Spinelli) (Italian, 1345-1410)",Q287934
MET-da03db0b-57b5-4086-9362-a6ab6f80bc2a,"Andrea di Cione (Orcagna) (Italian, 1315-1368)",Q366499
MET-8ba693c7-7089-4a8a-b3e5-15b5567dc47d,"Jacopo di Cione (Italian, 1355-1400)",Q2258950
MET-5c01bd6e-03d0-4701-9d94-7330028a6938,"Lorenzo Monaco (Piero di Giovanni) (Italian, 1370-1425)",Q155376
MET-d5a7b174-13e2-4020-a2c1-a03ef77a1c56,"Lorenzo Monaco (Piero di Giovanni) (Italian, 1370-1425)",Q155376
MET-763dc577-7d59-410b-9789-cd0ff540186b,"Bicci di Lorenzo (Italian, 1373-1452)",Q856749
MET-70d2945d-8598-456e-bda3-e03cec14a75c,"Matteo di Pacino (Italian, 1359-1394)",Q16663775
MET-b783698d-c77d-4ef5-b0fe-d0b6bed1730e," Fra Filippo Lippi (Italian, 1406-1469)",Q205148
MET-100a0b32-fc46-4e53-a54d-7d6a63625041," Fra Filippo Lippi (Italian, 1406-1469)",Q205148
MET-1033282d-53de-43ac-b121-3d4c5ba89ece,"Neri di Bicci (Italian, 1419-1491)",Q1452198
MET-914f9c5a-51a9-486f-8f09-f060f60d0818,"Neri di Bicci (Italian, 1419-1491)",Q1452198
MET-e9d821fd-3af6-4aa3-82ed-23e743507146,"Cosimo Rosselli (Italian, 1440-1507)",Q29447
MET-6d226fab-ee44-4e33-9c71-f7344c55173c,"Botticelli (Alessandro di Mariano Filipepi) (Italian, 1444-1510)",Q5669
MET-0b45a6d1-c7fa-46a5-8760-f5cad8504bec,"Master of Marradi (Italian, 1475-1525)",Q1689515
MET-53addcf5-0c56-46bf-b2df-ebdb62785ba3,"Master of Marradi (Italian, 1475-1525)",Q1689515
MET-ced589a4-e5eb-4ab3-bae2-d5a8db67fe4c,"Alesso di Benozzo (Italian, 1473-1528)",Q16240425
MET-a30963cf-b80f-4071-bbf9-ac35bb0a320b,"Lorenzo Veneziano (Italian, 1356-1372)",Q2656102
MET-2dec3612-b9ba-4883-a671-a643c11188ab,"Master of Forlì (Italian, 1300-1350)",Q21793405
MET-b83565d6-8a88-4106-aa0a-fa3ae384f99c,"Master of Forlì (Italian, 1300-1350)",Q21793405
MET-9d52bb55-0dd9-49e9-9467-ba022a3dfa4f,"Giovanni Bellini (Italian, 1424-1516)",Q17169
MET-6e90eec0-f939-4947-bb2a-08ef2ee04f3c,"Bartolomeo Vivarini (Italian, 1450-1491)",Q456971
MET-ac37f457-a8e7-429e-9635-09d831a8472f,"Nicola di Maestro Antonio (Italian (active Ancona), 1472-1510)",Q3339920
MET-2d4f4ef8-0097-477c-86d6-1e31366c7474,"Carlo Crivelli (Italian, 1457-1495)",Q348024
MET-4f554a45-fa1c-4784-b5b6-a30cf24479eb,"Jacometto (Jacometto Veneziano) (Italian, 1472-1498)",Q6223610
MET-4e2dd094-a182-4174-981e-4418cb45cf52,"Jacometto (Jacometto Veneziano) (Italian, 1472-1498)",Q6223610
MET-e2572836-c2bd-4b8e-b648-8f7993d2c7bd,"Luca Carlevaris (Italian, 1663-1730)",Q2704669
MET-68a50c93-5380-4083-b9ea-578e4cb3b958,"Luca Carlevaris (Italian, 1663-1730)",Q2704669
MET-cf75cc09-1eef-41a9-955f-d6416009fb62,"Luca Carlevaris (Italian, 1663-1730)",Q2704669
MET-6f59ab78-f570-4753-9930-69f17963060f,"Luca Carlevaris (Italian, 1663-1730)",Q2704669
MET-9644fc2f-4cd7-4b45-a4bc-0f0a7cddf588,"Giambattista Cimaroli (Italian, 1682-1757)",Q3766629
MET-df372d3f-7e39-4895-8320-5900956f3040,"Francesco Guardi (Italian, 1712-1793)",Q318769
MET-c9524bc4-e18e-4c94-9fcc-e2adcaa2c040,"Francesco Guardi (Italian, 1712-1793)",Q318769
MET-e9eb31b7-2531-42ed-8262-af8ae805fd51,"Francesco Guardi (Italian, 1712-1793)",Q318769
MET-05f1e8f9-8bb7-497e-a1d3-59ec2af5f335,"Maestro delle Storie del Pane (Italian, 1470-1500)",
MET-338f0f86-ca45-4a07-89c7-7726b3049686,"Maestro delle Storie del Pane (Italian, 1470-1500)",
MET-ac115531-e824-41f1-8812-d3b6c6c65330,"Francesco Francia (Italian, 1447-1517)",Q260057
MET-20258f70-653d-401c-a6c4-0634dcedde51,"Italian, Lombard (probably Pavia) (Italian, Lombard (probably Pavia), -)",
MET-b90e25eb-8988-4cdd-a4b1-f34f08cee413,"Master of the Dominican Effigies (Italian, 1325-1355)",Q1918357
MET-25c73485-a879-4b80-8bcf-27fd5dec6251,"Antonio del Massaro da Viterbo (Italian, 1445-1521)",Q2857518
MET-9b6276b5-b217-43db-8a73-308a0bcfc6ac,"Antonio del Massaro da Viterbo (Italian, 1445-1521)",Q2857518
MET-cafc8e62-cda7-47c5-9c48-49a3c2311203,"Italian, Neapolitan Follower of Giotto (Italian, -)",
MET-7c6aade5-9c89-49aa-bb64-e16c43a8d9b1,"Giovanni Baronzio (Italian, 1325-1349)",Q535607
MET-4bac6538-ecb3-4967-9b6d-3ceaf2664f00,"Master of Saint Francis (Italian, 1250-1275)",Q377375
MET-6f6337d6-e461-438b-a1f8-6222d405272a,"Puccio di Simone (Italian, 1340-1362)",Q3410504
MET-ce210bb5-03c4-4d24-9ce9-a91129c15415,"Allegretto di Nuzio (Italian, 1315-1374)",Q2210937
MET-6d2821d7-17e8-40c2-a8f8-e2665d5fccc2,"Niccolò Alunno (Niccolò di Liberatore) (Italian, 1561-1502)",Q970559
MET-711c333f-f5ee-4780-a8ac-3cf830362ee3,"Petrus Christus (Netherlandish, 1444-1476)",Q312616
MET-5453ffa6-fc11-4a19-b363-c49886041a93,"Hans Memling (Netherlandish, 1465-1494)",Q106851
MET-88c8425c-a5b5-4d9b-83f3-f41d5fc498ed,"Hans Memling (Netherlandish, 1465-1494)",Q106851
MET-831d554e-2768-401f-b2ca-6b1619333137,"Hans Memling (Netherlandish, 1465-1494)",Q106851
MET-bcdca393-6fa1-4748-8ec8-2f0fef3c1525,"Master of the Saint Ursula Legend (Netherlandish, 1400-1499)",Q1918313
MET-f939c918-e9fa-4f4d-9415-86e7a8bb7f36,"Dieric Bouts (Netherlandish, 1457-1475)",Q313561
MET-4f7fd565-3a41-46e7-a92f-5c5c72db0cf3,"Master of Frankfurt (Netherlandish, 1491-1515)",Q204874
MET-a0eb41df-9626-44e5-8070-4fa0d2d8de9f,"Joos van Cleve (Netherlandish, 1485-1541)",Q153472
MET-ce9b6590-f208-4a1d-a383-d6c6818e89ee,"Gerard David (Netherlandish, 1455-1523)",Q333380
MET-842fd22a-134a-4eb2-855c-148f9084f6ee,"Gerard David (Netherlandish, 1455-1523)",Q333380
MET-d52b2cb9-0a03-491d-802f-ad5add00bcda,"Gerard David (Netherlandish, 1455-1523)",Q333380
MET-de65c7c4-262f-4d18-9592-d2283f8d951c,"Netherlandish Painter, second half of 16th century (Netherlandish, 1550-1599)",
MET-75f785df-17aa-416e-9b04-f09bf5b89c08,"Imitator of Netherlandish (Antwerp Mannerist) Painter (Netherlandish, -)",
MET-c36b6f50-cbe2-4013-9c3c-eef883addc4a,"Master of the Female Half-Lengths (Netherlandish, 1520-1550)",Q448285
MET-749ad9d2-6a5d-4f3c-85a7-8fa44ec2b0cf,"Netherlandish (Antwerp?) (Netherlandish, 1525-1549)",
MET-64582c4d-62d1-489a-8025-d8ab243a0af1,"Dutch (Utrecht Caravaggist) Painter, 17th century (Dutch, 1600-1699)",
MET-da988083-4aff-4249-9cdc-0c24765e86bc,"David Teniers the Younger (Flemish, 1610-1690)",Q335022
MET-10ff6b91-c2ce-4036-983d-791e39870b20,"David Teniers the Younger (Flemish, 1610-1690)",Q335022
MET-cfce3f8f-07b9-42bb-b933-c8f443dbabe7,"Simon Marmion (French, 1425-1489)",Q676247
MET-0873df94-d71f-4866-b36a-5e7394b27c09,"Netherlandish or French (Netherlandish / French, 1475-1480)",Q21850207
MET-5a4dfa96-a514-4af0-bbec-f882a146cbee,"Jean Hey (called Master of Moulins) (Netherlandish, 1475-1499)",Q1268739
MET-b7682bdd-d7bc-40bb-8892-ed6db735907a,"Master of Saint Giles (Netherlandish/French, 1475-1550)",Q1854159
MET-a1313f20-14f8-4a44-b62f-00c2bea1180d," Corneille de Lyon (Netherlandish, 1533-1575)",Q720941
MET-dff4cfe9-cf65-4807-809e-42ae0d5701a8,"Master of the Munich Bavarian Panels (German, -)",Q22713648
MET-827cf6d6-027d-42c0-8c65-d0824ff0b998,"German (German, -)",
MET-78551dd1-2cf7-481f-9dea-d042890f0fb8,"Lucas Cranach the Elder (German, 1472-1553)",Q191748
MET-d5a6560f-a32a-499e-a482-f0409663dc3e,"Lucas Cranach the Younger (German, 1515-1586)",Q170339
MET-93ea9927-0377-4cdb-8394-052e1586fab2,"Master H.A. or A.H. (Austrian, 1520-1530)",Q22704699
MET-5e52c68f-0703-41c0-aecc-0b63dbbb706d,"Hans Holbein the Younger (German, 1497-1543)",Q48319
MET-e9bba9ac-5474-4992-b631-32c8d357d21e,"Dutch (Amsterdam) Painter, about 1640–50 (Dutch, 1640-1650)",
MET-9b41a0b7-5c73-4c63-87a7-924342517c2a,"Rembrandt (Rembrandt van Rijn) (Dutch, 1606-1669)",Q5598
MET-4140c796-843d-4f4a-a115-398c239f2207,"Gerard ter Borch the Younger (Dutch, 1617-1681)",Q346808
MET-cdfc5948-cff9-4942-8ad8-31d4f17e41e7,"Gerard ter Borch the Younger (Dutch, 1617-1681)",Q346808
MET-f1d8a096-ed04-4620-be13-0506ec4842eb,"Pieter de Hooch (Dutch, 1629-1684)",Q314889
MET-b67418fd-1b6f-4ebf-9282-8f065e09215e,"Pieter de Hooch (Dutch, 1629-1684)",Q314889
MET-9a86566d-a74b-4d2b-bf85-7e5d77b9a545,"El Greco (Domenikos Theotokopoulos) (Greek, 1540-1614)",Q301
MET-21f8cfa1-e917-49a6-8a71-744007f579cd,"El Greco (Domenikos Theotokopoulos) (Greek, 1540-1614)",Q301
MET-b1e25291-b3ea-4fdd-9384-abb1ee454d82,"Diego Rodríguez de Silva y Velázquez (Spanish, 1599-1660)",Q297
MET-9cd5021f-295b-45b5-b637-3a3bf5513c01,"Goya (Francisco de Goya y Lucientes) (Spanish, 1746-1828)",Q5432
MET-46ee55c0-0aec-4043-b990-68c42475aa17,"early 19th century painter (Unknown, -)",
MET-d85f5153-e3fc-4011-9b4d-8d7bf422285c,"Paul Cézanne (French, 1839-1906)",Q35548
MET-3958f6b5-f73c-4743-8731-17051562f141,"Camille Corot (French, 1796-1875)",Q148475
MET-c564e2a3-d727-43f4-8373-9601575b479b,"Henri-Edmond Cross (Henri-Edmond Delacroix) (French, 1856-1910)",Q555224
MET-464ec7a0-8596-49e7-84dc-b11bfe5f8bba,"Henri-Edmond Cross (Henri-Edmond Delacroix) (French, 1856-1910)",Q555224
MET-50d8a34e-f120-47ec-a078-acf2675964d3,"Charles-François Daubigny (French, 1817-1878)",Q252357
MET-3e91c80e-24d7-4056-9935-3b2ad41df58e,"Edgar Degas (French, 1834-1917)",Q46373
MET-1a2c98c3-18b9-4da2-9d2f-c7bc15d5a32a,"Jules Dupré (French, 1811-1889)",Q959212
MET-1f21a23c-ad1d-47c2-90c5-01c1158c2c39,"Paul Gauguin (French, 1848-1903)",Q37693
MET-89fc60af-f5e7-43a8-bb2d-c6afdc96058b,"Henri-Joseph Harpignies (French, 1819-1916)",Q187496
MET-d045f058-93c2-44e2-8dbe-d8f9c9495944,"Henri-Joseph Harpignies (French, 1819-1916)",Q187496
MET-3f14ccdc-d390-4fb0-b0e5-f0420c6292c7,"Jean Auguste Dominique Ingres (French, 1780-1867)",Q23380
MET-56f79d8e-8603-4691-bd7c-40a51604d644,"Jean Auguste Dominique Ingres (French, 1780-1867)",Q23380
MET-56faa309-0f04-4165-9db5-1037f90117aa,"Camille Pissarro (French, 1830-1903)",Q134741
MET-db9f81f4-9041-4d56-9239-6878573eba08,"Auguste Renoir (French, 1841-1919)",Q39931
MET-03ed4e57-5ce4-4ebb-95e9-3bac764bb05e,"Auguste Renoir (French, 1841-1919)",Q39931
MET-af1b269f-210c-4e14-b92b-edf5c8df00d3,"Auguste Renoir (French, 1841-1919)",Q39931
MET-a3d2fc4a-1f7a-480c-9ab0-a6c175159ac3,"Auguste Renoir (French, 1841-1919)",Q39931
MET-7d2939b5-ccdf-49b7-bb0f-93600ed67510,"Auguste Renoir (French, 1841-1919)",Q39931
MET-df9a931b-339c-4691-91c1-7c66ac1cd3f9,"Théodore Rousseau (French, 1812-1867)",Q310025
MET-336feac7-7062-4ac7-81fa-9cdda25cc586,"Théodore Rousseau (French, 1812-1867)",Q310025
MET-a15c6f88-5033-4d48-a422-f2a856f4b9ce,"Georges Seurat (French, 1859-1891)",Q34013
MET-acc3c9e6-9947-4803-9bc1-d322caef40e9,"Georges Seurat (French, 1859-1891)",Q34013
MET-0c58b343-ce74-4c37-ab9a-cafb24ff8316,"Alfred Sisley (British, 1839-1899)",Q175130
MET-7c0d6d5c-fa1f-4024-90df-a0a9a7f342ab,"Paul-Désiré Trouillebert (French, 1829-1900)",Q709290
MET-feb335e3-de39-48ce-b43d-73446287dce1,"Vincent van Gogh (Dutch, 1853-1890)",Q5582
MET-80c735e9-5c67-4394-acb2-2ba1f89f7102,"Raimundo de Madrazo y Garreta (Spanish, 1841-1920)",Q2506493
MET-c18f9627-2b7f-40fb-9c59-c8277acefcad,"Netherlandish (Netherlandish, 1545-1555)",
MET-a2fdbdee-d612-4c19-9580-769e39f09f9d,"Sir Henry Raeburn (British, Scottish, 1756-1923)",Q561916
MET-2a395d22-5462-42cf-abc9-6554f548ca7d,"George Romney (British, 1734-1802)",Q371280
MET-e5f5202b-a757-4602-93b7-60c744562c26,"Narcisse-Virgile Diaz de la Peña (French, 1808-1876)",Q724140
MET-51e474d4-5708-4a2b-beea-429c1ec4e071,"Ugolino da Siena (Ugolino di Nerio) (Italian, 1317-1349)",Q1357686
MET-d3f0207d-2590-4d39-b8e1-4dfd1c9c438d,"Ugolino da Siena (Ugolino di Nerio) (Italian, 1317-1349)",Q1357686
MET-c1ca9b8f-b1f1-4326-a7e3-0704fe270153,"Ugolino da Siena (Ugolino di Nerio) (Italian, 1317-1349)",Q1357686
MET-da2cc70c-9b3b-4e15-82c0-b9ac7dcf9912,"Bartolomeo Bulgarini (Italian, 1337-1378)",Q809491
MET-82533fd2-eb66-4b3e-823d-ccb71abdaa82,"Italian, Neapolitan Follower of Giotto (Italian, -)",
MET-defdee65-84b4-4061-acae-90177a4f96f4,"Barna da Siena (Italian, 1325-1375)",
MET-2b18f74d-f715-4732-82a2-5e59b024b9f8,"Spinello Aretino (Spinello di Luca Spinelli) (Italian, 1345-1410)",Q287934
MET-83b74e24-bbeb-44e6-9afb-da3ea72d0b7d,"Simone Martini (Italian, 1315-1344)",Q221043
MET-6668ec4b-b339-4032-a13a-fa956bb79728,"American Painter (American, -)",Q116297637
MET-7d166d07-c536-4065-92d3-b6764ccfa0dd,"French or American Artist (possibly Victor de Grailly, Paris, 1804–1889) (French or American, 1804-1889)",Q107099697
MET-23978b10-b22d-476e-93ba-3df6388db048,"Segna di Buonaventura (Italian, 1298-1331)",Q929809
MET-34ba9f43-f466-4606-bebc-649d05035f22,"Segna di Buonaventura (Italian, 1298-1331)",Q929809
MET-3d20ddea-ef59-47ce-9e9d-6991a75e2bd2,"Umberto Boccioni (Italian, 1882-1916)",Q152797
MET-cc2d4838-3f1d-46ae-b764-5d4ce8638199,"Umberto Boccioni (Italian, 1882-1916)",Q152797
MET-5ec62b3e-9f22-401a-8d34-bfe96ff91319,"John Atherton (American, 1900-1952)",Q20200670
MET-118494d7-103b-485c-b05b-c24d7c9de3a1,"Niles Spencer (American, 1893-1952)",Q20825697
MET-5ea88c55-91dd-4854-a516-7cdd1bbc6d01,"William Tasker (American, -)",Q20203194
MET-10d9150c-268f-4941-b4e6-ac576b90ee4a,"Josef Presser (American, 1907-1967)",Q22241026
MET-921af1c8-76a3-4802-8a46-9a0a02d6647b,"Remo Farruggio (American, 1906-1981)",Q21071061
MET-bb5f27cc-6b22-4fa3-b6f7-2cf2de7fd43d,"O. Louis Guglielmi (American, born Egypt, 1906-1956)",Q2036288
MET-21b1bbf4-7dfd-459a-8e4e-f7891882f294,"Reginald Wilson (American, 1909-1993)",Q21995157
MET-a91ee53a-6dfa-4f81-95c7-8b9cbb8100af,"Joseph De Martini (American, 1896-1984)",Q20857489
MET-0a5f1133-29cb-4e3d-b7d5-59172c5e8c0c,"Ben Benn (American, born Ukraine, 1884-1983)",Q21994030
MET-01bc12a6-c0e3-466a-965c-81542fa69293,"Amedeo Modigliani (Italian, 1884-1920)",Q120993
MET-bf13c356-25e3-4f7e-9c87-7dd77895bc88,"Kenneth Hayes Miller (American, 1876-1952)",Q3195174
MET-756bd932-3988-40b2-829f-c26279eef35b,"Kenneth Hayes Miller (American, 1876-1952)",Q3195174
MET-96df7eee-a55a-4b69-9ffa-052d8daf1ca8,"Paul Ranson (French, 1864-1909)",Q585067
MET-a1f7a1f4-316f-4f5c-9b9b-9df715454490,"Ron Fasand (American, -)",
MET-51db1c40-bc14-4174-a2e1-65b7611dac3a,"Girolamo Forni and assistant (Italian, -)",
MET-173654b2-b5a8-4c43-a628-8aafb2e2c1c0,"Guillaume Voiriot (French, 1713-1799)",Q1553935
MET-1ba61c6d-b8d5-4379-bba7-0e9dca5ec2b6,"Charles Le Brun (French, 1619-1690)",Q271676
MET-7bb15d55-711a-4bd0-8804-a27dd1c0889f,"Henri Fantin-Latour (French, 1836-1904)",Q310715
MET-9f8b6c4c-c521-4837-91db-a7ce15cbd60c,"Ferdinand Hodler (Swiss, 1853-1918)",Q214564
MET-1d24d6ae-ffa8-4167-9d8c-6fa8d53b706e,"Nukina Kaioku (Japanese, 1778-1863)",Q6564123
MET-498ff630-e492-447c-bfd4-bb17a8e38ce2,"Giovanni Battista Gaulli (Il Baciccio) (Italian, 1639-1709)",Q520573
MET-80b014e2-4568-483e-9f75-f604c2f3a9b9,"Giovanni Benedetto Castiglione (Il Grechetto) (Italian, 1609-1664)",Q40823
MET-31d9d7b6-b739-46a4-bd4c-b111b9bfe5fd,"Fernando Yáñez de la Almedina (Spanish, 1470-1536)",Q776171
MET-443ded7a-b4c1-4140-9fad-a99aecebe33b,"Wang Jun (Chinese, 1816-1883)",Q16027697
MET-d82d4930-84a7-42ec-af5a-bd0f191e3299,"Jang Seung-eop (pen name: Owon) (Korean, 1843-1897)",Q701063
MET-ec73da9b-3323-40a8-bcfe-62e5e01fbe90,"Jean-Léon Gérôme (French, 1824-1904)",Q212499
MET-523c4d9d-64ab-4eaf-a418-be7d87aaec61,"Pedro Orrente (Spanish, 1580-1645)",Q2605835
MET-33587357-192c-432a-89d0-c553f33da725,"Kano School (Japanese, -)",
MET-0bee946c-eba8-43ef-adba-5f0036cfbff5,"Kōsai Hokushin 蛟斎北岑 (Japanese, 1824-1876)",Q11625574
MET-b3aac574-2a3e-4ce1-ae7f-d47749fdc87f,"Frederick Goodall (British, 1822-1904)",Q720073
MET-3d31b5f0-ca46-42b4-b24b-9634af908645,"Unidentified artist (Unknown, -)",
MET-878d8350-3f0d-4033-8454-7721cc1751d7,"Ludovico Mazzolino (Italian, 1480-1528)",Q1351631
MET-5faa7e6b-4fce-4956-8a99-e4d9880c9fb2,"Kano Shōun (Japanese, 1637-1702)",Q17225707
MET-8e1bc74d-7d94-4040-9ad5-c7eaed2dc5c7,"Ubaldo Gandolfi (Italian, 1728-1781)",Q1649002
MET-8b384178-5b2e-48c5-a491-aa6c168f79ab,"The Early Master at the Court of Mandi (Indian, 1610-1685)",
MET-848bef2c-6ef7-4959-bb40-bdeac65d5344,"unidentified artist (Unknown, -)",
MET-22d64583-108e-4012-b296-38132e4c130d,"Carolus-Duran (Charles-Auguste-Emile Durant) (French, 1837-1917)",Q274901
MET-86833d61-5e8d-4ed0-ad5b-6c8d83e59444,"Unidentified artist (Unknown, -)",
MET-f53f3494-85cc-4975-a841-5aae4ea1f892,"Matsumura Keibun 松村景文 (Japanese, 1779-1843)",Q11531427
MET-c8a355f9-8422-4517-b6c6-9c35fc44a5b3,"Teisai Hokuba (Japanese, 1771-1844)",Q11637181
MET-7ecf7a3c-3559-463a-b63a-4634f9fca0ac,"Nishikawa Sukenobu (Japanese, 1671-1750)",Q3109429
MET-d005f1ac-c788-4a6e-9bbe-dbe900465666,"Gaetano Gandolfi (Italian, 1734-1802)",Q1491011
MET-d4d97ebb-396b-43b8-8a07-92cbf6c514f3,"Yokoi Kinkoku  横井金谷 (Japanese, 1761-1832)",Q3122882
MET-767781b0-7189-47b4-8acd-b157acebede7,"Kano Tōun (Japanese, 1625-1694)",
MET-b35f6329-23e8-4833-a36d-02891cc1243b,"Nonoyama Kōzan (Japanese, 1780-1847)",Q82572630
MET-e6cd3a6e-9dcd-4f97-9ca2-2ad88280b817,"Noro Kaiseki (Japanese, 1747-1828)",Q11645242
MET-3ddc785e-090d-45b5-9a67-2c7a499dcfca,"Yanagisawa Kien (Japanese, 1704-1758)",Q3196281
MET-2144ef21-75b9-454b-aae5-fd3205405982,"Nukina Kaioku (Japanese, 1778-1863)",Q6564123
MET-dbb403ba-3876-4136-a9ed-294a8b1e1353,"Watanabe Kazan (Japanese, -1841)",Q51166283
MET-32561c80-fc53-4156-9244-2bba3d0ba0fd,"Yokoi Kinkoku (Japanese, 1761-1832)",Q3122882
MET-9d1f1757-081e-4db6-ba46-dc18fd1a0427,"Suzuki Kiitsu (Japanese, 1796-1858)",Q3196514
MET-1683dd02-17bd-4331-972b-f0f7278804b6,"Nukina Kaioku (Japanese, 1778-1863)",Q6564123
MET-8bb16e84-25a2-4b96-95c8-46f89d27b371,"Minagawa Kien (Japanese, 1734-1807)",Q3196280
MET-054e384a-24f8-4230-891c-036ac4a1d3bf,"Suzuki Kiitsu (Japanese, 1796-1858)",Q3196514
MET-949577a0-de3c-48a0-85dc-fbf4a2f42a58,"Nishiyama Kan'ei (Japanese, 1834-1897)",Q66828508
MET-490fe3ef-3fc4-418d-b7eb-19a03fe4058c,"Kakondō (Japanese, 1716-1736)",
MET-bfc7999b-ee6c-4b94-af46-0f33e0494ecc,"Kengetsudō (Japanese, 1700-1799)",
MET-941e7447-584c-4a56-99d8-4c6b7ee57c50,"Okumura Masanobu (Japanese, 1686-1764)",Q3350120
MET-fcda2b1f-4501-468d-bbeb-963ddeb272e9,"Tosa Mitsuyoshi (Japanese, 1539-1613)",Q3532590
MET-5378ba38-42d0-41fe-ac5f-6b8e5a336499,"Shūsei (Japanese, 1467-1499)",Q64004178
MET-aadfffcc-12a5-435d-9c19-6d506502f5ee,"Tosa Mitsuyoshi (Japanese, 1539-1613)",Q3532590
MET-f9acb388-e6b8-444e-a915-2c8726402b8d,"Furuyama Moroshige (Japanese, 1650-1699)",Q11411080
MET-15bfa55a-4096-4849-85a5-e5d80a7e96bd,"Tosa School (Japanese, -)",
MET-2a26bf67-8ce2-46ed-a41f-81417faec106,"Konoe Nobutada (Japanese, 1565-1614)",Q368605
MET-b032fed3-19a6-4954-aa99-737cf537e107,"Sakai Ōho (Japanese, 1808-1841)",Q11644287
MET-03091b73-1298-46a0-bcfb-037069263399,"Sekkyakushi (Japanese, 1400-1499)",
MET-2138fbd3-4811-42af-836c-80a5ffff86dc,"Maruyama Ōshin (Japanese, 1790-1838)",Q22117083
MET-7bd0e4ee-95bc-4d1f-8ab0-48a32a504035,"Maruyama Ōkyo 円山応挙 (Japanese, 1733-1795)",Q405444
MET-b7c4ddde-088d-414a-9f9a-166fa1734c05,"Tōsendō Rifū (Japanese, 1720-1740)",Q11526794
MET-c5aae2cb-d689-408a-91b8-654412ee5fe3,"Nagasawa Rosetsu 長澤蘆雪 (Japanese, 1754-1799)",Q1632536
MET-ca87efab-0c35-4709-85e6-55ef07fc7b39,"Nagasawa Rosetsu 長澤蘆雪 (Japanese, 1754-1799)",Q1632536
MET-783cee16-3181-4541-9baa-8052da68310e,"Tōsendō Rifū (Japanese, 1720-1740)",Q11526794
MET-2e59918a-6031-45f3-981b-7a0d2d5dd76a,"Ryūkadō (Japanese, 1740-1749)",
MET-9bf81da0-f60c-4948-a781-4332b90239ef,"Miyagawa (Katsukawa) Shunsui (Japanese, 1744-1764)",Q3317298
MET-33f3c0ca-5901-4c0a-826d-28200c8b3620,"Katsukawa Shuntei (Japanese, 1770-1820)",Q11400282
MET-35b9aab1-976f-4cef-9946-4955b3622963,"Nishikawa Sukenobu (Japanese, 1671-1750)",Q3109429
